City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Mombetsu,JP,44.3525,143.3525,-2.39,89,96,1.58,overcast clouds
Dubovskoye,RU,47.4092,42.7575,5.63,76,89,4.71,overcast clouds
Kapaa,US,22.0752,-159.319,23.44,94,40,5.14,scattered clouds
Nueve De Julio,AR,-35.4444,-60.8831,19.65,34,11,4.82,few clouds
Pemba,MZ,-12.974,40.5178,27.39,83,75,4.12,broken clouds
Prijepolje,RS,43.3719,19.6406,8.37,73,5,1.22,clear sky
Port Moresby,PG,-9.4431,147.1797,22.68,94,20,1.54,few clouds
Vanderhoof,CA,54.0166,-124.0198,-5.07,35,17,2.48,few clouds
Conde,BR,-7.2597,-34.9075,30.7,58,40,3.6,scattered clouds
Mananjary,MG,-21.2167,48.3333,23.39,89,7,2.67,moderate rain
Hong Gai,VN,20.956,107.0946,24.95,95,1,0.77,clear sky
Pevek,RU,69.7008,170.3133,-20.65,95,88,0.31,overcast clouds
Lorengau,PG,-2.0226,147.2712,27.14,77,37,3.51,scattered clouds
Tefe,BR,-3.3542,-64.7114,33.06,70,40,2.06,scattered clouds
Nuuk,GL,64.1835,-51.7216,-0.66,80,20,6.17,few clouds
Sorland,NO,67.667,12.6934,2.92,73,92,3.62,overcast clouds
Denpasar,ID,-8.65,115.2167,26.81,88,20,1.03,few clouds
Turayf,SA,31.6725,38.6637,21.14,18,0,2.06,clear sky
Vanavara,RU,60.34,102.2797,-0.34,90,100,7.04,light snow
Fresnillo,MX,23.1667,-102.8833,19.75,7,34,3.78,scattered clouds
Vila Franca Do Campo,PT,37.7167,-25.4333,17.23,90,66,9.59,broken clouds
Edgewater,US,28.9889,-80.9023,30.65,50,40,6.17,scattered clouds
Tupik,RU,54.4253,119.9327,-9.31,91,65,1.11,broken clouds
Vitoria Da Conquista,BR,-14.8661,-40.8394,28.54,45,71,2.66,broken clouds
Khatanga,RU,71.9667,102.5,-9.56,95,100,4.3,light snow
Xinzhi,CN,36.4989,111.7047,14.76,44,100,2,overcast clouds
Georgetown,MY,5.4112,100.3354,26.97,89,40,1.54,thunderstorm
Sakaiminato,JP,35.55,133.2333,12.99,100,75,7.2,mist
Mar Del Plata,AR,-38.0023,-57.5575,20.01,65,0,5.36,clear sky
Hambantota,LK,6.1241,81.1185,26.84,82,57,5.55,broken clouds
Nanortalik,GL,60.1432,-45.2371,3.84,72,96,2.25,overcast clouds
Leningradskiy,RU,69.3833,178.4167,-21.11,96,78,5.23,broken clouds
Tateyama,JP,34.9833,139.8667,17.83,96,50,2.15,scattered clouds
Chokwe,MZ,-24.5333,32.9833,28.65,52,81,4.48,broken clouds
Axim,GH,4.8699,-2.2405,26.72,80,100,3.81,overcast clouds
Ulladulla,AU,-35.35,150.4667,15.5,86,11,1.71,few clouds
Kudahuvadhoo,MV,2.6708,72.8944,29.27,74,99,6.16,overcast clouds
Bhanjanagar,IN,19.9333,84.5833,30.18,48,44,1.57,scattered clouds
Kolvereid,NO,64.8655,11.6047,6.49,83,29,2.78,scattered clouds
Mayumba,GA,-3.432,10.6554,25.39,86,67,3.03,broken clouds
Castro,BR,-24.7911,-50.0119,20.64,88,100,2.29,overcast clouds
Nakhon Phanom,TH,17.3333,104.4167,27.66,52,20,2.97,few clouds
Byron Bay,AU,-28.65,153.6167,16.08,82,98,5.33,light rain
Vanimo,PG,-2.6741,141.3028,25.66,79,26,0.94,scattered clouds
Nioro,GM,13.35,-15.75,36.95,17,61,5.88,broken clouds
Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,32.68,56,94,1.08,overcast clouds
Saint George,US,37.1041,-113.5841,12.66,17,0,1.34,clear sky
Morehead,US,37.2711,-87.1764,22.1,90,75,3.09,broken clouds
Lazaro Cardenas,MX,17.9583,-102.2,28.92,61,100,3.71,overcast clouds
Asau,RO,46.4333,26.4,11.51,64,64,2.82,broken clouds
Cayenne,GF,4.9333,-52.3333,28.02,1,75,6.69,broken clouds
Abapo,BO,-18.8333,-63.4667,18.89,96,100,0.74,overcast clouds
Hong,DK,55.5117,11.2903,13.37,89,100,3.5,overcast clouds
Baykit,RU,61.67,96.37,1.47,88,100,5.49,overcast clouds
Arki,IN,31.15,76.9667,19.25,32,40,3.59,scattered clouds
Haukipudas,FI,65.1765,25.3523,4.03,72,100,1.86,overcast clouds
Mana,GF,5.6592,-53.7767,27.36,74,25,5.34,scattered clouds
Ahuimanu,US,21.4447,-157.8378,24.88,74,40,3.6,scattered clouds
Fortuna,US,40.5982,-124.1573,10.92,82,20,4.63,few clouds
Saint-Joseph,RE,-21.3667,55.6167,23.21,86,91,7.45,light rain
Rio Grande,BR,-32.035,-52.0986,26.06,60,83,4.73,broken clouds
Troitsko-Pechorsk,RU,62.7084,56.1964,1.53,98,100,2.65,overcast clouds
Grindavik,IS,63.8424,-22.4338,8.97,81,100,10.29,light intensity drizzle
Kyren,RU,51.6828,102.1408,-5.12,70,95,0.63,overcast clouds
Port Elizabeth,ZA,-33.918,25.5701,18.39,95,75,8.23,broken clouds
Nogliki,RU,51.8333,143.1667,-10.41,96,57,3.03,broken clouds
Lakes Entrance,AU,-37.8811,147.981,11.81,88,4,1.87,clear sky
Adrar,MR,20.5022,-10.0711,33.62,8,8,5.24,clear sky
Boysun,UZ,38.2061,67.1986,17.25,38,14,2.14,few clouds
Esperance,AU,-33.8667,121.9,16.91,85,80,7.03,broken clouds
Lamu,KE,-2.2717,40.902,29.12,78,17,4.41,few clouds
Ostrovnoy,RU,68.0531,39.5131,-7.38,92,100,2.09,overcast clouds
Slavutych,UA,51.5196,30.7343,5.01,86,100,5.89,overcast clouds
Geraldton,AU,-28.7667,114.6,15.23,94,0,2.57,clear sky
San Rafael Del Sur,NI,11.8485,-86.4384,32.54,35,92,6.39,overcast clouds
Tupiza,BO,-21.45,-65.7167,21.1,6,0,9.28,clear sky
Ancud,CL,-41.8697,-73.8203,16.79,69,35,2.42,scattered clouds
Pangody,RU,65.85,74.4859,1.08,100,100,4.31,overcast clouds
Richards Bay,ZA,-28.783,32.0377,22.91,76,90,3.97,overcast clouds
Biltine,TD,14.5333,20.9167,34.17,10,4,3.29,clear sky
Saint-Augustin,CA,51.226,-58.6502,2.43,99,100,1.95,overcast clouds
Margate,GB,51.3813,1.3862,14.06,83,63,5.13,broken clouds
San Quintin,MX,30.4833,-115.95,17.31,46,16,4.81,few clouds
Iqaluit,CA,63.7506,-68.5145,-16.15,71,20,9.26,few clouds
Kathmandu,NP,27.7167,85.3167,20.12,94,75,3.09,thunderstorm
Belaya Gora,RU,68.5333,146.4167,-26,100,99,0.77,overcast clouds
Bathsheba,BB,13.2167,-59.5167,29.34,58,20,10.29,few clouds
Cradock,ZA,-32.1642,25.6192,20.52,47,48,1.44,scattered clouds
Nador,MA,35.174,-2.9287,18.14,63,0,6.69,clear sky
Christchurch,NZ,-43.5333,172.6333,5.23,100,100,0.51,fog
Namatanai,PG,-3.6667,152.4333,26.14,80,48,2.94,light rain
Fukue,JP,32.6881,128.8419,15.8,93,100,10.12,light rain
San Cristobal,VE,7.7669,-72.225,29.1,42,90,3.68,overcast clouds
Kimbe,PG,-5.5502,150.1429,23.96,93,56,1.59,broken clouds
Qaqortoq,GL,60.7167,-46.0333,7.28,51,100,2.93,overcast clouds
Royan,FR,45.6285,-1.0281,16.57,83,100,2.84,overcast clouds
Dikson,RU,73.5069,80.5464,-2.65,94,100,6.09,overcast clouds
Galesong,ID,-5.3166,119.3661,25.01,76,87,1.68,overcast clouds
Kidal,ML,18.4411,1.4078,35.19,5,100,2.82,overcast clouds
Torquay,GB,50.4638,-3.5143,14.28,62,36,2.24,scattered clouds
Dingle,PH,10.9995,122.6711,24.03,87,100,1.32,overcast clouds
Vegreville,CA,53.5001,-112.0518,-9.61,61,100,5.66,overcast clouds
Saint Simons,US,31.1352,-81.3901,27.03,59,0,5.66,clear sky
Longyearbyen,SJ,78.2186,15.6401,-7.09,79,40,2.57,scattered clouds
Amahai,ID,-3.3333,128.9167,25.63,84,82,1.09,broken clouds
Dunhua,CN,43.3725,128.2425,2.62,54,70,1.46,broken clouds
Porto Novo,BJ,6.4965,2.6036,28.9,78,94,4.49,overcast clouds
Saldanha,ZA,-33.0117,17.9442,18.03,91,100,8.04,overcast clouds
Veraval,IN,20.9,70.3667,27.16,81,0,5.71,clear sky
Shaunavon,CA,49.6501,-108.4181,-9.12,79,100,8.69,light snow
Talnakh,RU,69.4865,88.3972,-1.55,95,100,4.23,overcast clouds
Anadyr,RU,64.75,177.4833,-2.72,86,75,10,snow
Palasa,IN,18.7667,84.4167,27.7,77,96,5.44,overcast clouds
Sunndalsora,NO,62.6754,8.5515,3.24,91,100,1.88,overcast clouds
Sioux Lookout,CA,50.1001,-91.917,1.04,60,100,6.17,overcast clouds
Yulara,AU,-25.2406,130.9889,27.91,26,98,3.09,overcast clouds
Grants Pass,US,42.439,-123.3284,5.75,88,40,2.57,scattered clouds
Pedasi,PA,7.5333,-80.0333,33.93,66,100,5.28,overcast clouds
North Augusta,US,33.5018,-81.9651,26.3,60,0,5.66,clear sky
Tiksi,RU,71.6872,128.8694,-26.55,100,100,0.71,overcast clouds
Nikolskoye,RU,59.7035,30.7861,3.78,94,12,1.51,few clouds
Kulhudhuffushi,MV,6.6221,73.07,28.81,75,100,5.37,overcast clouds
Lufilufi,WS,-13.8745,-171.5986,22.88,73,8,6.13,clear sky
Torbay,CA,47.6666,-52.7314,2.93,93,100,6.69,light intensity drizzle
Severo-Kurilsk,RU,50.6789,156.125,-1.67,94,100,9.16,snow
Aras,ES,42.5617,-2.356,15.23,51,40,3.09,scattered clouds
Khasan,RU,42.4308,130.6434,4.91,51,100,1.03,overcast clouds
Kikwit,CD,-5.041,18.8162,25.42,76,92,0.77,overcast clouds
Shimoda,JP,34.6667,138.95,18.95,95,72,1.8,broken clouds
Hofn,IS,64.2539,-15.2082,5.01,81,100,5.14,overcast clouds
Half Moon Bay,US,37.4636,-122.4286,14.23,65,75,3.09,broken clouds
Straumen,NO,63.8709,11.2999,10,89,70,1.55,broken clouds
Manggar,ID,-2.8833,108.2667,27.36,71,69,1.48,broken clouds
Mount Gambier,AU,-37.8333,140.7667,9.95,93,40,2.57,scattered clouds
Kutum,SD,14.2,24.6667,27.56,10,1,4.26,clear sky
Raudeberg,NO,61.9875,5.1352,7.7,70,100,3.17,overcast clouds
La Rioja,ES,42.25,-2.5,12.88,85,99,2.91,overcast clouds
Kavieng,PG,-2.5744,150.7967,27.88,76,89,4.04,light rain
Westport,US,41.1415,-73.3579,23.41,45,80,2.24,broken clouds
Itarema,BR,-2.9248,-39.9167,28.44,72,89,3.8,overcast clouds
Nokaneng,BW,-19.6667,22.2667,26.25,33,99,2.64,overcast clouds
Nhulunbuy,AU,-12.2333,136.7667,26.34,94,40,0.51,scattered clouds
Cap Malheureux,MU,-19.9842,57.6142,25.82,84,20,4.02,few clouds
Alkhan-Churt,RU,43.35,44.78,5.7,87,100,1.87,overcast clouds
Yerbogachen,RU,61.2767,108.0108,-1.43,95,100,7.52,snow
Daitari,IN,21.1,85.75,25.04,68,51,1.25,broken clouds
East London,ZA,-33.0153,27.9116,19.52,100,0,0.51,clear sky
Jackson,US,42.4165,-122.8345,4.95,92,100,1.54,mist
Pong,TH,19.1493,100.2752,26.91,37,1,1.47,clear sky
Grand Gaube,MU,-20.0064,57.6608,25.77,84,22,4.02,few clouds
Juneau,US,58.3019,-134.4197,3.32,32,20,7.2,few clouds
Ostersund,SE,63.1792,14.6357,6.25,49,0,2.06,clear sky
Baghpat,IN,28.95,77.2167,32.04,10,59,3.4,broken clouds
Sembakung,ID,3.8167,117.25,22.93,99,100,0.69,overcast clouds
Macau,MO,22.2006,113.5461,24.92,83,40,5.14,scattered clouds
Chapais,CA,49.7834,-74.8492,6.88,58,78,2.3,broken clouds
Qui Nhon,VN,13.7667,109.2333,25.57,90,93,1.67,overcast clouds
Ceres,US,37.5949,-120.9577,13.36,55,0,3.6,clear sky
Flin Flon,CA,54.7682,-101.865,-5.09,80,100,4.12,overcast clouds
Moron,AR,-34.6534,-58.6198,20.57,40,2,3.49,clear sky
Tamiahua,MX,21.2667,-97.45,33.68,50,94,5.1,overcast clouds
Barcelona,ES,41.3888,2.159,16.58,80,20,7.2,few clouds
Alekseyevka,RU,50.6309,38.6903,10.57,93,100,4.69,light rain
Kastamonu,TR,41.5,33.6667,0.09,75,90,3.65,overcast clouds
Saint-Francois,FR,46.4154,3.9054,17.04,67,0,2.57,clear sky
Coos Bay,US,43.3665,-124.2179,9.4,86,100,5.66,overcast clouds
Cobourg,DE,50.2667,10.9667,15.03,65,100,0.57,overcast clouds
Suyo,PH,16.9762,120.5254,25.03,87,76,0.31,broken clouds
Mahebourg,MU,-20.4081,57.7,25.7,88,75,6.69,broken clouds
Luderitz,NA,-26.6481,15.1594,17.51,80,30,4.85,scattered clouds
Mogadishu,SO,2.0371,45.3438,28.1,76,72,6.23,broken clouds
Cherskiy,RU,68.75,161.3,-19.24,95,65,2.85,broken clouds
Sur,OM,22.5667,59.5289,31.12,28,0,3.05,clear sky
Kahului,US,20.8947,-156.47,24.91,78,20,7.15,few clouds
Avera,US,33.194,-82.5271,25.31,49,100,5.75,overcast clouds
Atyrau,KZ,47.1167,51.8833,11.01,58,0,3,clear sky
Canutama,BR,-6.5339,-64.3831,28.94,80,88,1.48,overcast clouds
Palmer,US,42.1584,-72.3287,22.32,28,75,8.75,broken clouds
Buala,SB,-8.145,159.5921,26.26,79,26,3.02,scattered clouds
Severo-Yeniseyskiy,RU,60.3725,93.0408,-1.48,92,100,5.1,overcast clouds
Altamont,US,42.2068,-121.7372,1.33,86,100,7.2,overcast clouds
Tsurib,RU,42.2368,46.8307,-0.55,98,100,1.9,snow
Aguimes,ES,27.9054,-15.4461,20.37,64,20,12.86,few clouds
Talcahuano,CL,-36.7167,-73.1167,19.82,37,0,6.17,clear sky
Caravelas,BR,-17.7125,-39.2481,29.16,63,47,3.09,scattered clouds
Henties Bay,NA,-22.116,14.2845,17.4,80,23,4.19,few clouds
Rantauprapat,ID,2.1,99.8333,23.29,97,100,0.78,overcast clouds
Dhidhdhoo,MV,6.8833,73.1,28.72,75,100,5.04,moderate rain
Moree,AU,-29.4667,149.85,13.01,88,2,3.09,clear sky
Bloomsburg,US,41.0037,-76.4549,25.48,54,93,4.27,overcast clouds
Phan Thiet,VN,10.9333,108.1,26,87,100,2.12,overcast clouds
Tilichiki,RU,60.4667,166.1,-8.74,94,100,3.63,light snow
Tokur,RU,53.1333,132.9,-16.8,100,96,0.5,overcast clouds
Salinas,US,36.6777,-121.6555,13.88,46,0,0,clear sky
Berlevag,NO,70.8578,29.0864,-3.03,68,0,3.09,clear sky
Rock Springs,US,41.5875,-109.2029,-1.09,57,100,7.72,overcast clouds
Zapolyarnyy,RU,69.4154,30.8136,-2.4,94,100,1.31,overcast clouds
Khovu-Aksy,RU,51.1333,93.6,-8.44,70,46,0.37,scattered clouds
El Pardo,PH,9.66,123.4944,26.62,78,100,2.44,overcast clouds
Ixtapa,MX,20.7,-105.2,34.23,34,48,3.24,scattered clouds
Carnarvon,AU,-24.8667,113.6333,20.04,60,0,4.63,clear sky
Atagay,RU,55.1033,99.3875,-4.88,94,16,1.23,few clouds
Plouzane,FR,48.3833,-4.6167,16.18,72,20,3.6,few clouds
Limon,CR,10,-83.0333,25.94,89,75,4.63,drizzle
Chase,CA,50.8165,-119.6857,6.71,43,99,2.19,overcast clouds
Inirida,CO,3.8653,-67.9239,30.79,67,99,0.7,overcast clouds
Cordoba,AR,-31.4135,-64.1811,25.42,22,0,2.06,clear sky
North Battleford,CA,52.7834,-108.2847,-8.95,62,100,6.69,overcast clouds
Goderich,CA,43.7501,-81.7165,19.18,72,100,7.72,overcast clouds
Comodoro Rivadavia,AR,-45.8667,-67.5,19.92,40,0,6.17,clear sky
Bonthe,SL,7.5264,-12.505,27.65,74,87,6.33,light rain
Antigonish,CA,45.6169,-61.9986,4.1,86,100,4.84,overcast clouds
Beyneu,KZ,45.3167,55.2,15.46,55,1,7.2,clear sky
Noumea,NC,-22.2763,166.4572,24.44,99,7,1.63,clear sky
Khvoynaya,RU,58.9,34.5333,-0.91,96,73,1.37,broken clouds
Gigmoto,PH,13.7796,124.39,24.65,84,100,2.11,overcast clouds
Jablah,SY,35.3614,35.9256,15.16,55,0,1.54,clear sky
Ushtobe,KZ,45.2514,77.9838,14.61,26,7,3.77,clear sky
San Patricio,US,28.017,-97.5169,32.05,42,93,2.88,overcast clouds
La Ronge,CA,55.1001,-105.2842,-9.88,62,100,4.12,overcast clouds
Lata,PT,40.1629,-8.3327,17.73,72,74,3.18,broken clouds
Fort Morgan,US,40.2503,-103.8,-0.64,40,0,5.14,clear sky
Banjarmasin,ID,-3.3244,114.591,25.08,88,100,0.8,overcast clouds
Makakilo City,US,21.3469,-158.0858,24.23,68,0,3.6,clear sky
Port Hardy,CA,50.6996,-127.4199,7.1,61,75,5.66,broken clouds
Sao Filipe,CV,14.8961,-24.4956,21.61,76,36,6.48,scattered clouds
Kruisfontein,ZA,-34.0033,24.7314,17.16,81,9,3.96,clear sky
Altoona,US,40.5187,-78.3947,25.76,59,99,1.34,overcast clouds
Ilinskiy,RU,55.619,38.1182,5.73,81,75,4.92,broken clouds
Spornoye,RU,50.8448,37.2913,12.62,67,99,7.56,overcast clouds
Tuatapere,NZ,-46.1333,167.6833,6.51,88,78,1.82,broken clouds
Staryy Nadym,RU,65.6118,72.6842,1.41,99,100,4.31,overcast clouds
Tasiilaq,GL,65.6145,-37.6368,1.09,80,100,3.16,overcast clouds
Chuy,UY,-33.6971,-53.4616,22.11,32,36,4.46,scattered clouds
Nantucket,US,41.2835,-70.0995,17.08,66,0,6.17,clear sky
Kalevala,RU,65.2,31.1667,-1.15,92,100,1.34,overcast clouds
Minas,UY,-34.3759,-55.2377,18.29,43,2,6.55,clear sky
Umm Kaddadah,SD,13.6017,26.6876,30.28,11,4,5.15,clear sky
Birin,NP,26.8865,88.0718,17.24,76,67,2.2,broken clouds
Zholymbet,KZ,51.7433,71.7122,8.16,59,97,4.36,overcast clouds
Nerang,AU,-27.9833,153.3333,17.14,95,99,1.34,light rain
Ormara,PK,25.2088,64.6357,26.58,76,0,5.06,clear sky
Saint-Georges,GD,12.0564,-61.7485,29.82,66,40,12.86,scattered clouds
Blythe,US,33.6103,-114.5964,18.91,8,0,1.54,clear sky
Sakakah,SA,29.9697,40.2064,26.76,18,41,2.89,scattered clouds
Tahoua,NE,14.8888,5.2692,39.99,18,0,3.09,clear sky
Lasa,IT,46.6166,10.7002,17.49,90,99,1.1,overcast clouds
Umba,RU,66.6871,34.3429,-1.57,83,90,0.34,overcast clouds
Moyale,KE,3.5167,39.0584,22.64,67,17,2.08,few clouds
Cabedelo,BR,-6.9811,-34.8339,31.37,63,92,3.74,overcast clouds
Novyy Urgal,RU,51.0736,132.5642,-9.63,94,55,1.54,broken clouds
Talaya,RU,61.3833,152.75,-15.87,97,100,1.66,light snow
Grand Island,US,40.925,-98.342,4.88,26,0,10.8,clear sky
Uddevalla,SE,58.3478,11.9424,9.99,70,100,2.17,overcast clouds
Bonavista,CA,48.6499,-53.1147,-0.16,97,100,10.83,light snow
Boende,CD,-0.2167,20.8667,22.7,95,78,2.16,light rain
Iquitos,PE,-3.7481,-73.2472,27.02,83,75,1.03,broken clouds
Rybnaya Sloboda,RU,55.4613,50.1409,3.92,95,47,1.78,scattered clouds
Namibe,AO,-15.1961,12.1522,24.17,83,5,3.94,clear sky
Sinop,TR,41.7711,34.8709,3.33,69,99,4.2,overcast clouds
Lexington,US,37.9887,-84.4777,25,50,75,5.66,broken clouds
Srednekolymsk,RU,67.45,153.6833,-29.8,100,94,1.65,overcast clouds
Eltham,NZ,-39.4292,174.3,12.6,74,60,3.74,broken clouds
Hasaki,JP,35.7333,140.8333,14.22,91,74,9.75,broken clouds
Miles City,US,46.4083,-105.8406,-7.46,79,100,11.32,overcast clouds
Klaksvik,FO,62.2266,-6.589,7.51,88,99,6.45,overcast clouds
Mondovi,IT,44.396,7.8176,17.73,76,94,0.94,overcast clouds
Kloulklubed,PW,7.0419,134.2556,27.28,78,100,7.71,overcast clouds
Campo Formoso,BR,-10.5075,-40.3214,33.39,32,26,2.32,scattered clouds
Fare,PF,-16.7,-151.0167,27.48,74,1,6.7,light rain
Coquimbo,CL,-29.9533,-71.3436,14.85,82,40,7.2,scattered clouds
Nemuro,JP,43.3236,145.575,-0.09,80,100,6.91,overcast clouds
Port Macquarie,AU,-31.4333,152.9167,14.38,77,59,3.04,broken clouds
Dunedin,NZ,-45.8742,170.5036,9.33,84,23,0.89,few clouds
Lakewood,US,39.7047,-105.0814,5.26,24,90,6.26,overcast clouds
Pietarsaari,FI,63.65,22.6833,6.07,93,100,2.72,overcast clouds
Chimbote,PE,-9.0853,-78.5783,22.18,72,33,5.97,scattered clouds
Vostok,RU,46.4856,135.8833,-6.21,94,38,1.93,scattered clouds
Kashirskoye,RU,51.4194,39.6125,12.36,78,100,4.46,light rain
South Lake Tahoe,US,38.9332,-119.9844,4.33,40,0,6.69,clear sky
Trinidad,BO,-14.8333,-64.9,33.99,55,40,6.17,scattered clouds
