City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Saint Anthony,US,45.0205,-93.218,3.47,85,100,8.75,overcast clouds
Maceio,BR,-9.6658,-35.7353,31.69,58,40,4.63,scattered clouds
Oksfjord,NO,70.2396,22.3479,3.1,89,94,2.41,overcast clouds
Bac Lieu,VN,9.285,105.7244,27.35,80,45,3.82,scattered clouds
Nagornyy,RU,52.7959,83.5498,4.38,61,5,5.41,clear sky
Mehamn,NO,71.0357,27.8492,-3.05,83,94,2.69,overcast clouds
Urengoy,RU,65.9667,78.3667,0.76,100,100,3.18,overcast clouds
Aripuana,BR,-9.1667,-60.6333,30.43,71,82,0.26,broken clouds
Beringovskiy,RU,63.05,179.3167,-4.6,96,100,5.14,snow
Havelock,US,34.8791,-76.9013,27.98,72,40,6.69,scattered clouds
Awbari,LY,26.5921,12.7805,32.06,6,29,3.77,scattered clouds
Catamarca,AR,-28.4696,-65.7852,23.1,66,53,0.89,broken clouds
Vesoul,FR,47.5833,5.8333,19.45,86,47,3.37,scattered clouds
Biak,ID,-0.9131,122.8766,25.19,81,100,1.24,overcast clouds
Muros,ES,42.7762,-9.0603,17.05,74,10,5.28,clear sky
Padang,ID,-0.9492,100.3543,26.06,85,100,1.21,overcast clouds
Maputo,MZ,-25.9653,32.5892,26.82,83,20,6.17,few clouds
Krasnoselkup,RU,65.7,82.4667,0.84,99,100,6.02,overcast clouds
Araouane,ML,18.9048,-3.5265,36.31,5,73,4.26,broken clouds
Los Llanos De Aridane,ES,28.6585,-17.9182,16.86,91,40,7.72,scattered clouds
Poum,NC,-20.2333,164.0167,24.65,72,0,3.69,clear sky
Kamaishi,JP,39.2667,141.8833,6.71,88,98,5.41,overcast clouds
Mandera,KE,3.9366,41.867,33.23,38,86,4.06,overcast clouds
Owando,CG,-0.4819,15.8999,22.62,96,99,0.34,moderate rain
Yinchuan,CN,38.4681,106.2731,9.69,15,100,3.49,overcast clouds
Diveyevo,RU,55.0433,43.2418,8.49,88,76,2.93,broken clouds
Pocone,BR,-16.2567,-56.6228,34.02,46,31,1.68,scattered clouds
Lander,US,42.833,-108.7307,-6.61,77,100,2.06,overcast clouds
Homer,US,59.6425,-151.5483,2.65,76,0,2.24,clear sky
Kamenka,RU,51.3223,42.7678,10.57,90,100,6.56,light rain
Zhangjiakou,CN,40.81,114.8794,6.26,39,27,4.3,scattered clouds
Mapiripan,CO,2.8892,-72.1256,32.78,50,92,4.41,overcast clouds
La Libertad,EC,-2.2333,-80.9,25.81,73,20,4.12,few clouds
Daru,PG,-9.0763,143.2092,26.41,90,100,3.83,overcast clouds
Ornskoldsvik,SE,63.2909,18.7153,3.53,81,100,1.54,overcast clouds
Najran,SA,17.4924,44.1277,29.36,18,55,2.1,broken clouds
Kozhva,RU,65.1073,57.0459,2.1,96,100,2.06,overcast clouds
Betioky,MG,-23.7167,44.3833,23.09,70,78,0.34,broken clouds
Salalah,OM,17.0151,54.0924,28.05,83,0,2.57,clear sky
Smolenka,RU,52.1352,113.4974,-5.96,86,5,0,clear sky
Soyo,AO,-6.1349,12.3689,26.45,82,100,2.09,overcast clouds
Pimentel,PE,-6.8367,-79.9342,23.16,64,0,7.72,clear sky
Kaoma,ZM,-14.7833,24.8,20.11,78,29,1.83,scattered clouds
Vestmanna,FO,62.1564,-7.1664,6.51,93,75,5.14,broken clouds
Huarmey,PE,-10.0681,-78.1522,22.79,70,8,5.6,clear sky
Ada,US,43.4166,-116.1262,4.61,57,100,6.26,overcast clouds
Okhotsk,RU,59.3833,143.3,-13.66,78,33,5.89,scattered clouds
Salekhard,RU,66.53,66.6019,0.58,99,100,0.91,overcast clouds
Riyadh,SA,24.6877,46.7219,33.08,16,88,7.32,overcast clouds
Burnie,AU,-41.0667,145.9167,10.51,80,22,1.87,few clouds
Londoko,RU,49.0333,131.9833,-4.56,88,12,0.95,few clouds
Slonim,BY,53.0867,25.3219,6.66,63,25,2.02,scattered clouds
Hualmay,PE,-11.0964,-77.6139,22.17,70,32,5.26,scattered clouds
Hurghada,EG,27.2574,33.8129,24.02,31,0,7.72,clear sky
Nakonde,ZM,-9.3421,32.745,15.79,94,72,1.42,broken clouds
Traverse City,US,44.7631,-85.6206,19.91,87,100,5.66,mist
Muli,MV,2.9167,73.5667,29,76,96,6.26,overcast clouds
Kodinsk,RU,58.6881,99.1844,-0.27,88,100,5,light snow
Sorong,ID,-0.8833,131.25,26.03,88,100,2.45,moderate rain
Welkom,ZA,-27.9864,26.7066,18.2,48,13,2.38,few clouds
Chancay,PE,-11.5714,-77.2672,21.12,73,43,4.18,scattered clouds
Nyurba,RU,63.2842,118.3319,-2.09,96,100,4.62,light snow
Tual,ID,-5.6667,132.75,28.29,75,100,2.17,overcast clouds
Calamar,CO,10.2511,-74.9146,37.97,32,66,2.86,broken clouds
Sivas,TR,39.7916,37.0019,-1.65,74,40,2.57,scattered clouds
Olafsvik,IS,64.8945,-23.7142,5.99,75,98,4.61,overcast clouds
Kysyl-Syr,RU,63.8986,122.7617,-4.71,95,100,2.74,overcast clouds
Ahipara,NZ,-35.1667,173.1667,16.34,72,78,5.72,broken clouds
Tanout,NE,14.9709,8.8879,34.34,11,44,0.97,scattered clouds
Yablonovo,RU,50.8523,37.3574,12.49,68,99,7.4,overcast clouds
Mitsamiouli,KM,-11.3847,43.2844,28.01,75,77,4.1,broken clouds
Donaueschingen,DE,47.95,8.5,16.63,87,78,2.18,broken clouds
Kizilskoye,RU,52.7255,58.8937,8.58,91,69,0.93,broken clouds
Te Anau,NZ,-45.4167,167.7167,5.06,90,49,0.49,scattered clouds
Praia Da Vitoria,PT,38.7333,-27.0667,18.14,82,20,10.03,few clouds
Rioja,AR,-29.4111,-66.8507,22.83,54,51,2.39,broken clouds
Bakchar,RU,57.0186,82.0711,0.99,93,69,1.2,broken clouds
Kangaatsiaq,GL,68.3065,-53.4641,-12.03,85,100,5.68,overcast clouds
Quelimane,MZ,-17.8786,36.8883,27.97,83,40,3.09,scattered clouds
Utraula,IN,27.3167,82.4167,31.22,17,3,3.97,clear sky
Horni Slavkov,CZ,50.1386,12.8076,15.1,51,0,2.06,clear sky
Ledyard,US,41.4398,-72.0142,21.82,29,0,4.12,clear sky
Altay,CN,47.8667,88.1167,4.62,41,46,4.54,scattered clouds
Atlantic City,US,39.3643,-74.4229,26.77,65,0,3.6,clear sky
Trelew,AR,-43.249,-65.3051,19.36,32,5,4.74,clear sky
Mogocha,RU,53.7333,119.7667,-9.91,96,40,1.26,scattered clouds
George,ZA,-33.963,22.4617,16.75,94,0,2.57,clear sky
Shestakovo,RU,56.4915,103.96,-3.68,91,56,1.63,broken clouds
Beipiao,CN,41.7919,120.7792,7.35,25,4,0.75,clear sky
Hami,CN,42.8,93.45,12.28,11,77,3.72,broken clouds
Sulangan,PH,11.1373,123.7228,27.1,76,100,3.78,overcast clouds
Vasteras,SE,59.6162,16.5528,5.55,76,75,2.06,broken clouds
Taltal,CL,-25.4,-70.4833,18.79,67,0,2.55,clear sky
Vila,PT,42.0304,-8.1588,13.17,63,69,1.75,broken clouds
Lompoc,US,34.6391,-120.4579,20.01,43,0,7.72,clear sky
Ossora,RU,59.2353,163.0719,-6.63,95,100,3.06,overcast clouds
Jalu,LY,29.0331,21.5482,23.27,16,4,5.88,clear sky
Kapuskasing,CA,49.4169,-82.4331,5.05,48,75,4.12,broken clouds
Upington,ZA,-28.4478,21.2561,22.21,40,20,2.57,few clouds
Vestmannaeyjar,IS,63.4427,-20.2734,6.55,81,75,16.46,broken clouds
Zhanaozen,KZ,43.3,52.8,13.95,48,0,7.27,clear sky
Vila Velha,BR,-20.3297,-40.2925,31.97,76,20,6.69,few clouds
Touros,BR,-5.1989,-35.4608,29.51,60,11,4.84,few clouds
Batie,BF,9.8833,-2.9167,36.23,25,55,1.25,broken clouds
Naples,IT,40.8333,14.25,17.1,64,0,3.09,clear sky
Agadez,NE,19.75,10.25,34.83,7,41,6.6,scattered clouds
Halifax,CA,44.6453,-63.5724,14.27,33,40,8.23,scattered clouds
Novoagansk,RU,61.9449,76.6625,1.2,99,95,3.79,overcast clouds
Porto Murtinho,BR,-21.6989,-57.8825,25.7,78,98,3.41,moderate rain
Peterhead,GB,57.5058,-1.7981,7.22,88,96,9.87,overcast clouds
Balkanabat,TM,39.5108,54.3671,19.58,49,0,3.99,clear sky
Wasilla,US,61.5814,-149.4394,2.51,64,20,1.54,few clouds
Nizhniy Tsasuchey,RU,50.5167,115.1333,-0.09,56,69,1.86,broken clouds
Majene,ID,-3.5403,118.9707,25.29,88,92,1.44,overcast clouds
Naze,JP,28.3667,129.4833,20.51,89,26,3.61,scattered clouds
Alice Springs,AU,-23.7,133.8833,20.68,32,0,2.57,clear sky
Calama,CL,-22.4667,-68.9333,23.27,11,0,8.75,clear sky
Baoding,CN,38.8511,115.4903,9.42,42,78,1.56,broken clouds
Port Huron,US,42.9709,-82.4249,21.04,71,100,8.23,overcast clouds
Isabela,PH,6.7085,121.9711,25.82,85,72,2.57,broken clouds
Mtwara,TZ,-10.2667,40.1833,25.74,86,100,3.27,light rain
Hokota,JP,36.15,140.5167,14.22,82,75,8.23,broken clouds
Quatre Cocos,MU,-20.2078,57.7625,26.16,84,55,9.4,light rain
Sao Joao Da Barra,BR,-21.6403,-41.0511,33.05,75,19,4.91,few clouds
Nyakahanga,TZ,-1.6033,31.1414,17,81,66,0.72,broken clouds
Canavieiras,BR,-15.675,-38.9472,29.13,65,45,3.98,scattered clouds
Uglegorsk,RU,49.0833,142.0333,-2.11,82,36,2.28,scattered clouds
Bagan,RU,54.1001,77.6646,6.22,80,0,5.18,clear sky
Huoqiu,CN,32.3394,116.2694,8.89,64,5,1.65,clear sky
Gladstone,AU,-23.85,151.25,21.96,73,40,3.09,scattered clouds
Caucaia,BR,-3.7361,-38.6531,29.97,73,40,4.63,scattered clouds
Salinopolis,BR,-0.6136,-47.3561,27.53,79,100,4.07,overcast clouds
Vao,NC,-22.6667,167.4833,23.89,67,2,0.33,clear sky
Pasni,PK,25.2631,63.471,26.62,75,0,3.04,clear sky
Ust-Tsilma,RU,65.441,52.1498,1.09,99,100,2.65,light snow
Crotone,IT,39.0851,17.1178,13.97,76,0,2.06,clear sky
Bambous Virieux,MU,-20.3428,57.7575,26.23,88,75,6.69,light rain
Stromness,GB,58.965,-3.296,6.98,86,100,5.36,overcast clouds
Silver City,US,32.7701,-108.2803,12.17,7,0,8.75,clear sky
Hovd,MN,48.0056,91.6419,-4.49,47,100,2.6,overcast clouds
Changping,CN,40.2186,116.2197,4.8,25,56,1.81,broken clouds
Umm Bab,QA,25.2142,50.8072,26.52,56,100,3.86,overcast clouds
Kuala Pilah,MY,2.7389,102.2487,24.05,91,100,0.91,overcast clouds
Arman,RU,59.7,150.1667,-9.96,77,100,3.23,overcast clouds
Kasempa,ZM,-13.4584,25.8338,19.71,84,61,2.19,broken clouds
Farah,AF,32.5,62.5,22.93,11,0,1.69,clear sky
Troitskoye,RU,52.9821,84.6757,2.08,70,9,4.75,clear sky
Husavik,IS,66.0449,-17.3389,3.89,84,41,3.97,scattered clouds
Glubczyce,PL,50.2009,17.8286,14.75,66,11,2.79,few clouds
Mackay,AU,-21.15,149.2,24.99,73,40,5.14,scattered clouds
Ukiah,US,39.1502,-123.2078,10.08,78,100,1.54,overcast clouds
Kathu,TH,7.9178,98.3332,30.94,80,98,4.36,overcast clouds
Svetlogorsk,BY,52.6333,29.7333,4.7,80,93,3.28,overcast clouds
Suba,PH,10.8438,121.0102,27.21,80,99,4.76,overcast clouds
Gamba,GA,-2.65,10,26.08,86,79,2.89,broken clouds
Pangnirtung,CA,66.1451,-65.7125,-18,78,40,2.06,scattered clouds
Port Hawkesbury,CA,45.6169,-61.3485,6.62,87,100,6.17,overcast clouds
Kaeo,NZ,-35.1,173.7833,13.98,83,64,3.37,broken clouds
Chicama,PE,-7.8447,-79.1469,18.3,63,54,4.95,broken clouds
Mecca,SA,21.4267,39.8261,29.81,36,5,1.72,clear sky
Unguia,CO,8.0434,-77.0945,28.01,66,98,2.2,overcast clouds
Coolum Beach,AU,-26.5333,153.1,17.97,97,100,5,light rain
Maniitsoq,GL,65.4167,-52.9,-2.77,78,22,7.62,few clouds
Tselinnoye,RU,53.0833,85.6667,0.76,66,11,4.79,few clouds
Kadoma,JP,34.7333,135.5833,18.99,66,100,3.6,light rain
Dawson Creek,CA,55.7666,-120.2362,-8.2,53,100,4.63,overcast clouds
Kentau,KZ,43.5206,68.5094,18.49,50,0,4.39,clear sky
Cassilandia,BR,-19.1133,-51.7342,32.21,42,18,2.49,light rain
Saint-Pierre,RE,-21.3393,55.4781,23.82,94,75,7.72,light rain
Mamlyutka,KZ,54.9375,68.5394,9.58,51,48,6.06,scattered clouds
Puerto Ayacucho,VE,5.6639,-67.6236,34.68,41,92,1.4,overcast clouds
Acapulco,MX,16.8634,-99.8901,29.94,59,51,4.16,broken clouds
Huhi,MX,20.7167,-89.1667,37.33,30,95,4.61,overcast clouds
Masallatah,LY,32.6167,14,17.5,59,100,10.13,overcast clouds
Colesberg,ZA,-30.72,25.0972,18.39,48,0,3.7,clear sky
Mackenzie,CA,55.2999,-123.1698,-6.88,45,0,4.63,clear sky
The Valley,AI,18.217,-63.0578,28.92,57,20,8.23,few clouds
Xingyi,CN,24.1877,102.817,15.89,56,2,1.89,clear sky
Klichka,RU,50.4457,117.996,-2.47,59,7,1.03,clear sky
Soubre,CI,5.7856,-6.6083,26.42,82,92,1.93,moderate rain
Haines Junction,CA,60.7522,-137.5108,-10.03,44,11,0,few clouds
Camocim,BR,-2.9022,-40.8411,27.48,83,72,3.96,broken clouds
Udachnyy,RU,66.4167,112.4,-4.75,92,99,3.36,overcast clouds
Bambanglipuro,ID,-7.95,110.2833,24.92,85,15,1.25,few clouds
Itamarandiba,BR,-17.8572,-42.8589,27.07,57,50,0.51,scattered clouds
Olinda,BR,-8.0089,-34.8553,29.85,62,0,3.6,clear sky
Cururupu,BR,-1.8283,-44.8683,28.7,74,77,2.6,broken clouds
Navoi,UZ,40.0844,65.3792,18.71,52,3,2.06,clear sky
Joshimath,IN,30.5667,79.5667,12.76,64,63,2.56,broken clouds
Panzhihua,CN,26.5851,101.7128,21.36,51,93,0.36,overcast clouds
Zhigansk,RU,66.7697,123.3711,-8.73,94,100,8.27,light snow
Miquelon,PM,47.0975,-56.3814,3,85,100,8.44,overcast clouds
Sheridan,US,44.8333,-106.9173,-7.79,69,20,15.43,few clouds
Lacombe,CA,52.4668,-113.7353,-6.7,92,100,5.14,overcast clouds
Belmonte,BR,-15.8631,-38.8828,28.41,68,56,3.85,broken clouds
Eureka,US,40.8021,-124.1637,11.07,90,100,1.79,overcast clouds
Rosario Oeste,BR,-14.8361,-56.4275,32.97,53,34,1.48,scattered clouds
Vardo,NO,70.3705,31.1107,-3.01,68,0,2.57,clear sky
Bharuch,IN,21.7,72.9667,29.36,51,0,3.23,clear sky
Teguise,ES,29.0605,-13.564,18.12,64,75,9.26,broken clouds
Coahuayana,MX,18.7333,-103.6833,32.05,44,100,3.49,overcast clouds
Varzea Da Palma,BR,-17.5981,-44.7308,33.44,38,52,3.19,broken clouds
Camopi,GF,3.1655,-52.3158,26.84,86,73,2.55,broken clouds
Sisimiut,GL,66.9395,-53.6735,-3.95,73,58,7.04,broken clouds
Mokhsogollokh,RU,61.4681,128.9203,-10.74,97,100,1.34,overcast clouds
Santiago Del Estero,AR,-27.7951,-64.2615,21.61,55,70,0.11,broken clouds
Saverne,FR,48.8333,7.25,20.07,84,84,1.62,broken clouds
Mahibadhoo,MV,3.7833,72.9667,29.18,74,100,5.73,overcast clouds
Sousa,BR,-6.7592,-38.2281,32.22,44,100,2.93,overcast clouds
Katherine,AU,-14.4667,132.2667,25.18,78,87,1.03,overcast clouds
Pajapan,MX,18.25,-94.7,35.32,35,93,4.34,overcast clouds
Palu,ID,-0.8917,119.8707,24.93,87,98,0.79,overcast clouds
Verkhnetulomskiy,RU,68.6073,31.7962,0.07,93,94,1.16,overcast clouds
Shumskiy,RU,54.8318,99.1328,-2.79,85,12,1.37,few clouds
Butka,RU,56.7179,63.7866,6.12,85,99,3.09,overcast clouds
Luhyny,UA,51.082,28.4006,6.61,64,100,4.06,overcast clouds
Talmenka,RU,53.8183,83.5677,4.1,83,13,3.69,few clouds
Auki,SB,-8.7676,160.7034,24.72,85,21,1.26,few clouds
Sao Desiderio,BR,-12.3633,-44.9733,31.71,42,48,2.34,scattered clouds
Turbat,PK,26.0023,63.044,31.45,25,1,0.25,clear sky
Broken Hill,AU,-31.95,141.4333,13.84,41,0,3.6,clear sky
Aykhal,RU,66,111.5,-6.62,95,100,5.38,overcast clouds
Kirksville,US,40.1948,-92.5833,5.97,83,100,6.69,overcast clouds
Nampula,MZ,-15.1165,39.2666,25.97,73,40,3.6,scattered clouds
Laguna,US,38.421,-121.4238,14.13,52,97,1.34,overcast clouds
Camacha,PT,33.0833,-16.3333,16.68,68,40,5.14,scattered clouds
Varkaus,FI,62.3153,27.873,3.5,89,99,0.76,overcast clouds
Ilulissat,GL,69.2167,-51.1,-9,89,100,2.49,overcast clouds
Chardara,KZ,41.2547,67.9692,18.95,49,0,3.5,clear sky
South Venice,US,27.0531,-82.4243,30.71,59,0,6.17,haze
Catuday,PH,16.2923,119.8062,27.02,68,71,2.9,broken clouds
Broome,US,42.2506,-75.833,23.94,55,81,4.47,broken clouds
Skjervoy,NO,70.0311,20.9714,1,84,83,3.28,broken clouds
Rondonopolis,BR,-16.4708,-54.6356,33.65,45,3,0.87,clear sky
Viedma,AR,-40.8135,-62.9967,18.03,46,21,6,few clouds
Aljezur,PT,37.3191,-8.8033,15.53,79,17,6.47,few clouds
Bosaso,SO,11.2842,49.1816,28.19,61,0,0.65,clear sky
Tank,PK,32.2217,70.3793,27.71,24,2,1.82,clear sky
Pacific Grove,US,36.6177,-121.9166,13.08,55,17,4.02,few clouds
Bara,NG,10.3744,10.7288,31.13,35,72,1.63,broken clouds
Oranjemund,NA,-28.55,16.4333,15.93,89,81,3.47,broken clouds
Springdale,US,36.1867,-94.1288,10.02,95,100,5.14,mist
Sinazongwe,ZM,-17.2614,27.4618,25.79,67,75,1.47,broken clouds
Mabaruma,GY,8.2,-59.7833,29.63,54,47,3.9,scattered clouds
Lae,PG,-6.7221,146.9847,23.6,86,97,3.18,overcast clouds
West Wendover,US,40.7391,-114.0733,3.1,27,81,5.49,broken clouds
Nabire,ID,-3.3667,135.4833,24.29,91,92,1.51,overcast clouds
Merke,KZ,42.8728,73.1786,14.27,79,52,2.59,broken clouds
Pitimbu,BR,-7.4706,-34.8086,31.33,65,100,3.43,overcast clouds
Kalmunai,LK,7.4167,81.8167,26.44,83,64,5.37,broken clouds
Alugan,PH,12.2188,125.4808,23.19,81,100,2.26,overcast clouds
Diamantino,BR,-14.4086,-56.4461,32.47,51,15,1.91,few clouds
Bhuban,IN,20.8833,85.8333,26.45,75,43,1.84,scattered clouds
Kuusamo,FI,65.9667,29.1833,3.02,48,0,1.54,clear sky
Tyrma,RU,50.0833,132.1667,-9.72,97,42,0.77,scattered clouds
Wewak,PG,-3.5534,143.6268,26.3,77,67,2.56,broken clouds
Oussouye,SN,12.485,-16.5469,30.1,49,52,6.01,broken clouds
Carballo,ES,43.213,-8.691,15.68,87,54,1.86,broken clouds
Port-Cartier,CA,50.0334,-66.8654,6.82,98,77,2.19,broken clouds
Ambulu,ID,-8.345,113.6058,23.59,89,17,1.45,few clouds
Kenai,US,60.5544,-151.2583,5.01,83,98,2.34,overcast clouds
Borogontsy,RU,62.6683,131.1683,-13.17,99,99,0.86,overcast clouds
Corsicana,US,32.0954,-96.4689,26.01,78,40,7.72,thunderstorm
Grand-Santi,GF,4.25,-54.3833,26.71,88,86,2.15,overcast clouds
Paamiut,GL,61.994,-49.6678,-0.17,82,96,8.67,overcast clouds
Tarata,BO,-17.6167,-66.0167,23.68,25,2,0.97,clear sky
Abu Samrah,SY,35.3029,37.1841,13.59,40,3,1.31,clear sky
Kawalu,ID,-7.3817,108.2082,22.17,96,80,0.97,broken clouds
Fallon,US,39.4735,-118.7774,7.47,21,89,4.85,overcast clouds
Babushkin,RU,51.7122,105.8647,-4.94,89,77,2.02,broken clouds
Garmsar,IR,35.2182,52.3409,25.81,8,5,5.54,clear sky
Medicine Hat,CA,50.0501,-110.6683,-5.99,74,100,3.6,overcast clouds
Nome,US,64.5011,-165.4064,-5.65,85,42,2.97,scattered clouds
Villa Rica,US,33.7321,-84.9191,26.45,65,99,6.03,overcast clouds
San-Pedro,CI,4.7485,-6.6363,27.24,82,100,6.26,moderate rain
San Julian,MX,21.0167,-102.1667,26.68,19,33,5.33,scattered clouds
Lahaina,US,20.8783,-156.6825,24.89,79,85,3.39,overcast clouds
Menongue,AO,-14.6585,17.691,17.55,94,97,2.34,moderate rain
Achi,CO,8.5682,-74.554,33.48,55,97,1.52,overcast clouds
Dalianwan,CN,39.0286,121.695,6.02,70,0,2,clear sky
Salawagan,PH,7.7053,125.115,21.97,97,100,0.58,overcast clouds
Torrijos,ES,39.9819,-4.2835,18.93,49,85,4.94,overcast clouds
Gisors,FR,49.2818,1.7801,17.6,82,100,1.14,overcast clouds
Panaba,MX,21.2833,-88.2667,36.09,34,77,8.34,broken clouds
